label,origin_id,punchline_idx,text_a,text_b
1,1699,7,a business man who wanted more ties bought some,in thailand where ties are very collar full
0,1700,7,Are there really foods that we don t like,or just foods that we haven t liked yet
0,1701,2,I wish i knew,i need to know but i don t want to take any meds
1,1702,8,everytime i drink red wine i end up getting a,cab
0,1703,10,when you choose the best answer you get a chance to write,a little note
0,1704,5,We meant to change a nation and,instead we changed a world
1,1705,9,unable to get help with my refinancing made me a loan,wolf
0,1706,6,Many Japanese companies still operate at least 5,days a week
0,1707,3,That first patient a 6,year old girl lived only a few hours
1,1708,3,what is the favorite game,on navy ships seaman says
0,1709,4,You can t get blood out,of a turnip
1,1710,6,an artist with the military kept drawing enemy,fire
0,1711,3,when you have to ask,you are out of love
1,1712,7,this is the best guy i ve met to,date
1,1713,8,if you are among the cream of dairy inspectors nothing,cheesy gets pasteurize
1,1714,7,making fun of a tree is a knock on,wood
1,1715,8,the dervish had so much endurance he set a new,whirled record
1,1716,8,ever since the mayor s ban on flammable liquids fewer,arsonists have benzene around town
1,1717,1,issue of first,day cover almost ended in a stampede
1,1718,11,many people need to learn to be happy with the state they are,in
0,1719,3,Two wrongs do not make,a right
1,1720,5,there was a cook that had mushroom,for improvement
1,1721,7,the jeweler pinned his hopes on broaching the argument,first
0,1722,3,On the second floor she,slipped on some broken glass and severely cut her leg Chinese students said
1,1723,8,for those who live in the land of ice it,snow problem
1,1724,9,my attempt at starting a street market turned out to be,fruitile
1,1725,7,the chinese chef maliciously dumped a hot broth with,dumplings on an obnoxious customer it was a wanton soup attack
1,1726,0,come see,my fishpond she said coyly
1,1727,5,how did i meet eve you ask,i rescued her from a gutter
0,1728,4,You have no way of telling,I think exactly the same things
0,1729,1,We ve come,out here at night and never seen it before
1,1730,4,a country that makes too many,explosives is an a bomb i nation
0,1731,17,how about the next time you see a soldier sitting in a restaurant you pick up the bill for,him
0,1732,0,The other,tire went across the freeway causing a minor three car collision
0,1733,11,Married couples who love each other tell each other a thousand things without,talking
1,1734,10,what was the ichthyologist doing at the local archives looking for micro,fiche
1,1735,2,is there a best,month of spring there may be
0,1736,1,Everyone has it,you just need to channel yours No one thing works for everyone so it is trial and error
1,1737,9,the satellite went into orbit on january 1st causing a new,year _s revolution
1,1738,9,in some conifer forests you can t cedar wood for the,trees
0,1739,1,shave one side,of your balls light the other side on fire and stab them when they come running out
1,1740,9,my friend brought me a swedish cake i later discovered it,was stollen
1,1741,7,she owned twenty shoe stores and was very well,heeled
0,1742,1,If you want,we can give you a pill here in the office before the trip
0,1743,6,It seemed like only five seconds later we,were down
1,1744,2,grills are a hot,item
0,1745,11,the same way you would if you did not have any arms and,legs
0,1746,8,It takes little effort to watch a man carry a,load
0,1747,12,Why don t you put the pipe down for a couple hours and buy,one at a store
1,1748,2,what do you call,a melon that s not allowed to get married can t elope
1,1749,1,after selling a,shipment of salt the salesman said let s shake on that
0,1750,1,There s probably,no other show at any other museum devoted to one person
1,1751,3,to know avail is to,know a scarf
1,1752,3,a swan s favorite salad,is cobb salad
1,1753,3,a murderer joined the military,and made a killing
1,1754,11,there was a sale at the fish market today i went to see,what was the catch
1,1755,0,how do,i handle change i put it in the parking meter
1,1756,6,a doctor who became a bartender was always,giving out shots
1,1757,4,the nudist was acquitted of indecent,exposure because nobody could pin the wrap on her
1,1758,0,the men,who make draperies might be named curt and rod
1,1759,3,two fonts arial and calibri,were in the midst of a bad breakup calibri said i m sorry you re personality is too bold arial responded you re just not my type
0,1760,2,Practice Practice Practice pitch,a ball every day and it gets better and better
0,1761,0,By labour,fire is got out of a stone
0,1762,11,go to your home town news library web site put in the date,off your topic it will come up with your answer
1,1763,4,elevators may bring you down but,to me they re very uplifting
0,1764,4,Have but few friends though much,acquaintance
0,1765,1,That s been,a pretty easy sales job on states she said
1,1766,7,some planes are so cramped that passengers suffer jet,leg
0,1767,7,But we said we can stop attacking your military,forces when they are leaving Afghanistan
1,1768,3,my wife uses a kitchen,implement to shred garlic and parmesan cheese which i hate it really is the grater of two evils
0,1769,10,I had four brothers and I probably spent more time at their,school than mine
1,1770,10,the store keeps calling me to come back and buy more bedroom,furniture but all i really wanted was one night stand
1,1771,3,a karate school restaurant served,mainly chops
0,1772,14,Always I think If only I am successful to reach the United States it will be,different
1,1773,6,i m trying to find a rope tying,class should i look for a knot for profit organization
0,1774,3,hold you breath as long,as you can and then release it or drink water
1,1775,19,the general started bowling before his aide had entered his name on the score sheet he had launched a pre emptive,strike
1,1776,7,i was studying in an apiary class this resulted,in me receiving a bee on my exam
1,1777,4,pennies from heaven are a blessing,in de skies
1,1778,14,my boyfriend and i started to date after he backed his car into mine we met,by accident
0,1779,9,buy a new one I would just get a cover for,it
0,1780,4,I would give it up because,I hate it that much
0,1781,1,Nature time and,patience are the three great physicians
1,1782,9,i couldn t decide whether or not to make spiced apple,cider so i mulled it over
0,1783,0,Life without,endeavor is like entering a jewel mine and coming out with empty hands
1,1784,0,wife to,husband that was an explosive passage of gas i d say about 8 0 on the sphincter scale
1,1785,0,after 5,years with the same chiropractor i moved and had to change doctors it was quite an adjustment
0,1786,0,The men,released today said he is still in jail
1,1787,2,people who see a,psychiatrist should get their head checked
1,1788,8,if you get too thin you just might be a,human bean
1,1789,17,yesterday i accidentally swallowed some food coloring the doctor says i m ok but i feel like i ve,dyed a little inside
0,1790,3,My son is a boy,my husband is a man
1,1791,5,i was going to look for my,missing watch but i could never find the time
0,1792,3,With pieces this pretty you,ll want something else to help you reach that upper shelf
0,1793,6,Only lawyers and painters can turn white to,black
0,1794,14,if you are on the pill stop taking it If not then there is no way,sorry
1,1795,6,everyone was hungry so we had the pig,roaster going full boar
0,1796,5,A recipe for salad with stone fruit,blue cheese and chicken skin
0,1797,0,Zeal without,knowledge is the sister of folly
0,1798,3,You gotta pay for things,nothing is free in life
0,1799,10,ask lots of questions they love that tell dirty jokes and use,wordplay
1,1800,1,a fired newspaper,editor took an ex press train out of town
0,1801,12,neither you are not ready yet if you have to ask that question just,walk away
0,1802,0,A bit,of fragrance always clings to the hand that gives you roses
0,1803,0,Patience and,the mulberry leaf become a silk robe
0,1804,9,But perhaps even more important taxes on that debt will be,much higher this year than last
1,1805,0,my brother,is a logger the job can get pretty dangerous he hasn t had an injury yet though knock on wood
0,1806,8,After all of the hard work it can be very,hard to walk away from a failing business
1,1807,6,hotel sign do drop in to the dew,drop inn
0,1808,10,I think if you can spread the organs to more people that,is what should be done
1,1809,11,my friend dropped his box of italian pastries on the floor i cannoli,imagine what he must be going through
0,1810,7,The coin s still up in the air he,said
0,1811,3,Go into removed questions then,do a search for the question you are looking for
0,1812,5,Let them enjoy these people who are,worse off than we are
1,1813,2,the sad dentist looked,down in the mouth
0,1814,1,It looked clean,it smelled clean but it was dirty
0,1815,1,I don t,know her but I hope she has a great time
0,1816,12,Our digestive system has trouble with chocolate which may be a reason for eating,it
0,1817,2,We decided to ask,straight whether he was telling the truth
0,1818,1,In a cat,s eye all things belong to cats
1,1819,5,dentists have the same old grind day,after day
1,1820,0,used shoes,can be re soled
1,1821,4,a lupine dancer is a steppin,wolf
0,1822,0,It s,your own lantern don t poke holes in the paper
0,1823,4,If you beat spice it will,smell the sweeter
1,1824,24,one minute i m sure i want to buy a motorbike the next minute i m sure i don t want to it s a vicious,cycle
0,1825,2,don t be silly,find your own man It s never a good idea to play the game you want to play
1,1826,10,my girlfriend once gave me a valentine made of soft leather what,a suede heart
0,1827,15,It does not get us any kind of pot of gold that s going to solve the,problem
1,1828,2,politics only serve to,make the future moron certain
0,1829,7,I made the decision during a commercial break he,said
0,1830,6,I ve got the feeling as the old,folks say I m on a roll
0,1831,3,Why we sleep and what,happens when we don t
0,1832,3,Abroad we judge the dress,at home we judge the man
0,1833,4,I recommend hair spray it s,always worked for me
1,1834,3,a high class lakota cook,is a sioux chef
1,1835,1,the new smoking,cessation drug is expensive and it s shrinking city coffers
0,1836,0,One dog,barks at something the rest bark at him
1,1837,3,hemlock is a special attachment,on a sewing machine
1,1838,7,i ve just started dating a ring she s,a keeper
1,1839,5,a pediatrician is a doctor of little,patients
1,1840,9,the drug dealer added sugar to his marijuana to sweeten the,pot
1,1841,1,retired teachers are,classless
0,1842,12,hold a gun to it s head and tell it to count backwards from,ten
1,1843,0,johnny got,his leg cut off in an accident he s walking it off now
0,1844,8,Most high schools will use the same company for a,long time give your school a call find out what company they use and give them a call
0,1845,0,It is,ill prizing of green barley
0,1846,7,But there are many dwellings shared by more than,one family already
0,1847,6,see the sight below it will tell you,everything you need to know
0,1848,6,Those are the kind of things Bush is,talking about
0,1849,7,And try to stick to the subject when you,do
0,1850,11,I want to wish you the best luck ever If I was this,female it would be a cold day in hell before I took you back
0,1851,2,As long ass man,lives he will never understand women
1,1852,2,the sailor s barque,had a bight
1,1853,10,a butcher was trying so hard to be funny but he just,wasn t making the cut
1,1854,1,grass always grows,up
1,1855,1,after dating the,goalie on the local team for a while she realized he was a real keeper
1,1856,1,the board game,enthusiast was ecstatic you could say he was in pair of dice
0,1857,0,I really,think a farm without an old barn is kind of naked
1,1858,2,when traveling between russia,and alaska you first must get your bering strait
0,1859,2,The nearer the bone,the sweeter the meat
1,1860,3,to disparage the wind is,disgusting
0,1861,13,That was the only time we ever saw our dad by going to work with,him
0,1862,5,Enough shovels of earth make a mountain,enough pails of water a river
1,1863,1,people who eat,their apples stem and seed and all improve their core values
1,1864,4,why was farmer brown angry someone,got his goat
1,1865,14,i was going to have my hernia operation last june but the surgeon was on summer,hiatus
1,1866,1,two needles of,different length will never see eye to eye
1,1867,0,the political,calculus of integrating financial derivatives is not going to yield much
0,1868,7,The truck and its load of used cars were,destroyed
0,1869,7,The letter couldn t have come at a better,time for Alaska
1,1870,3,you can rely on high,divers because of their deep end ability
1,1871,8,the noisy fireworks display in tibet caused a temporary lhasa,hearing
1,1872,27,dr jekyll s more successful second formula turned him into a world class sprinter rather than a violent psychopath proving that you can run but you can t always,hyde
0,1873,9,The one thing I want to leave my children is an,honorable name
0,1874,23,Some people are mad at the school board some are mad at the union and a lot of them are fed up with both he,said
1,1875,9,a jockey wanted to be the city mare but things kept,stallion until he got nagged
0,1876,2,If wishes were horses,beggars would ride
1,1877,9,my new girlfriend and i are moving together into a tree,house i hope we won t fall out
1,1878,0,when the,waiter spilled a drink on his shirt he said this one is on me
1,1879,0,if a,fraternity open a coffee shop they would specialize in fratacinno
1,1880,0,a search,party was launched in the dark for the missing girl there were quite a mixture of helpers but one boy in particular carried a torch for her
1,1881,9,the ophthalmologist was called to testify because he was the only,eye witness
0,1882,4,ask your friend what kind of,boy she he likes
1,1883,0,a man,at the watchmakers convention made a motion but it died for lack of a second
0,1884,3,Rather once cry your heart,out than always sigh
0,1885,5,Why make war when making love is,so much better
1,1886,7,the two inventors of the radio were on the,same wavelength
1,1887,9,people who get complimented on their hair usually let it go,to their head
1,1888,15,if a prince is thrown to the air he might also remember that he is heir to,the throne
0,1889,2,She did not expect,results until the end of this week
0,1890,4,When asked about women s rights,a peasant woman in the rural south asked What is that
1,1891,0,the best,place for a mathematician is behind a counter
0,1892,15,French said he told her Why don t you get married and I ll let you rent,it
0,1893,4,And we won t stop because,he asked us to
1,1894,3,some people are on seefood,diets they see food they eat it
0,1895,0,New food,spots opening others returning and still others close
0,1896,0,Donkey s,lips don t fit onto a horse s mouth
1,1897,12,a cajun restaurant made all their sauce on one day for the week the,cook roux ed the day
1,1898,0,i couldn,t stand to be without my legs
0,1899,5,He has to do his own produce,his own changes
0,1900,5,If you could see it you would,agree it was horrible
1,1901,9,you don t gain wait by the minutes at the dinner,table but the seconds
1,1902,9,i got my job at the dentist s office by word,of mouth
0,1903,9,We the People tell the government what to do it doesn,t tell us
0,1904,10,But they haven t and the question many are asking is Where,is it
0,1905,12,what is the error that you are getting are you installing it onto the,phone itself or onto the memory card
0,1906,1,A fresh egg,properly poached is the key to this French salad
0,1907,6,It measured 5 6 on the Richter scale,he said
1,1908,8,my mom ran out of poultry seasoning so she winged,it
1,1909,3,cartoons produced by the japanese,government are animes of the state
1,1910,1,when a neurologist,relocates does he change his mind
0,1911,11,through your eyes and with your heart if he does not bite keep,looking he is not for you
0,1912,10,You need to be either the top in your class or the,second best in your class as in grade point average
0,1913,6,He loved my son so much that he,had to do this
0,1914,1,Innocent actions carry,their warrant with them
1,1915,8,linda was very touched when she received the felt coat,as a gift
1,1916,14,did you hear about the pilot who always had work he was great at landing a,job
0,1917,8,the add details at the bottom of Your question is,what y looking for
0,1918,12,A birth control pill designed to eliminate the monthly period may hit the market,soon
0,1919,11,What happens when you pack a sports team with top players at every,position
1,1920,3,the student was an aggressive,learner he hit the books
1,1921,13,when he forgot to itemize what he wanted at the grocery store he felt quite,listless
0,1922,9,Be sure to send a lazy man for the angel of,death
0,1923,2,They told us it,is the only Navy base being started from scratch
0,1924,2,Covetous men s chests,are rich not they
1,1925,0,you gotta,be careful of corn at night they can be early creepy with their husky voices and seedy appearance why they even cob right out and tell you to shuck it right to your face
0,1926,0,As of,today he said the students had yet to return
1,1927,0,harry and,clem the carpenters argued mightily on how best to complete the dinette set they were working on they finally agreed to table the discussion
0,1928,3,We ve waited too long,already to start this job
1,1929,9,she was so thrifty she could smell a bargain a mall,away
1,1930,0,the inventor,of the incubator was the first hatch it man
1,1931,2,a small pirate ship,is called a thug boat
1,1932,5,you pay your psychiatrist with a sanity,check
0,1933,10,I don t know what it is going to be yet we,ll see what works
0,1934,7,We must have received different information since then he,said
1,1935,1,a funeral ship,is a sea hearse
1,1936,5,the recycled cartridge business certainly lowered the,toner the neighborhood
1,1937,10,no yelling on weekdays if you eat my dessert but i scream,sunday
1,1938,0,when a,ladder was stolen from a store the manager said that further steps would be taken
1,1939,4,i like my statistical data median,rare
0,1940,3,click on the question then,click on answer question then type in answer
0,1941,6,If increased Would you be willing to pay,more taxes for that
1,1942,0,calendars are,always up to date
0,1943,14,I used to see the little girls out in the yard and they would wave at,me
1,1944,4,she got fired from the hot,dog stand for putting her hair in a bun
1,1945,0,those who,polish cars so that they shine work in a buffer zone
1,1946,6,when plato discovered he was out of food,he decided to go shop at the stoa
1,1947,0,the best,way to make a baseball bat is to carve it by hand using a machine is just lathe y
0,1948,12,there are two ways change you number or call customer service and perhaps they,can help you
1,1949,7,some people spend a lot on their face and,always want to be taken at face value
1,1950,7,the valuable dog was still missing believed stolen however,the police announced they have a lead
0,1951,10,The only solution is to hang you by the feet for one,hour
1,1952,0,a countess,started to think about her count less opportunities
0,1953,7,A person who misses a chance and the monkey,who misses its branch can t be saved
1,1954,3,the man leaned on the,printer cartridge because he wanted to tone up his abs
0,1955,4,They have a good facility there,and a good crew
0,1956,2,Seeking fish Don t,dive in the pond go home and get a net
1,1957,11,the airlines have become so cash strapped they charged me for my emotional,baggage
1,1958,7,two airline pilots in a stand up comedy did,a takeoff
1,1959,7,i don t think i need a spine it,s holding me back
0,1960,10,i am a nice person and i see people for who they,are not what they look like
0,1961,5,Easy to enroll a thousand soldiers But,ah one general
1,1962,4,cafeteria customers are in the line,of fare
1,1963,0,they tore,strips off my dog before kicking him off that logging ship he was disembarked
0,1964,9,stay calm don t lie and do not get nervous no,matter what
0,1965,2,He that shippeth the,devil must make the best of him
0,1966,6,Do questions like the one above make an,argument that certain questions should be charged 100 points
1,1967,5,if hawaii was criss crossed with many,highways some people might think of it as a road island
1,1968,6,those who like dark beer are beyond the,pale
0,1969,0,I remember,him although I didn t remember his name
0,1970,2,Yes wedding band first,then the engagement ring I ve never seen it worn any other way
1,1971,1,golf is a,lot like taxes you drive hard to get to the green and end up in the hole
0,1972,1,I believe we,re going to see a lot of women she added
0,1973,6,I think you can get paper work by,getting blood work done
1,1974,6,he couldn t sell his pirate ship because,it was unassailable
0,1975,6,Easy to believe in heaven s law but,so hard to keep
1,1976,5,i don t use too much wine,in making charosis for passover lest i get charosis of the liver
0,1977,0,People around,the nation he said will know who we are now
0,1978,10,Sticks and stones will break my bones but names will never hurt,me
1,1979,9,when asked by a passenger how high he would get the,pilot replied i don t do drugs
1,1980,1,my computer s,mouse wouldn t work then it clicked
0,1981,8,The barking of a dog does not disturb the man,on a camel
1,1982,12,what is the difference between a nicely dressed man on a tricycle and a,poorly dressed man on a bicycle a tire
0,1983,8,When crack arrived in other cities like New York murder,rates went up there too
0,1984,0,The poor,lack much but the greedy more
1,1985,7,dentists don t like a hard day at the,orifice
1,1986,3,the evil onion had many,lairs
0,1987,6,We can stop it in the Senate or,we can stop it in the White House
1,1988,0,why did,the admiral decide against buying a new hat he was afraid of cap sizing
0,1989,8,never say anything with a joke be serious and sweet,the truth will come out
1,1990,1,he has a,soft spot for playing hard ball
0,1991,2,Still he fisheth that,catcheth one
0,1992,2,The shoe size of,Canada should be on the shoe like under the size of America
0,1993,1,But after a,lifetime of trying he hasn t been able to come up with another hit
0,1994,7,I was coming home from school on my lunch,hour
0,1995,3,Would you want someone working,for you who is not interested in the job
1,1996,4,the rumor that only strained orange,juice is healthy was a good example of pulp fiction
0,1997,2,It is easier to,know how to do than it is to do
1,1998,1,i met a,math professor who has 12 children she really knows how to multiply
1,1999,12,it became clear that some of the librarian s best abilities were put on,the shelf
1,2000,6,i once thought about cloning a new more,efficient brain but then i realized that i was getting a head of myself
1,2001,2,those who do not,want to be counted have taken leave of their census
0,2002,0,One dog,yelping at nothing will set ten thousand straining at their collars
0,2003,2,I have a feeling,if you re honestly asking this question you re too young to know the answer yet
0,2004,13,They re paying me a lot of money and I don t know what I,m doing
0,2005,0,The hit,series based on a Stephen King novel will return next summer
0,2006,18,But we have to bear in mind that a whole shop could be threatened by this sort of thing he,said
1,2007,14,when i was a carpenter i specialized in installing bathroom fixtures i am very proud of,all my vanities
1,2008,0,the overweight,fighter pilot was grounded for violating the rules of engorgement
1,2009,2,people who work at,a mint make a lot of money
0,2010,9,You really need to talk first and make plans later Do,not rush things
0,2011,9,You need to drink more water and get more sleep so,that would be water and bed
0,2012,4,Any such answer might well put,our people in jeopardy
0,2013,5,You need time to get to know,someone well enough but your guts will tell you
1,2014,1,global warming campaigners,lament the invention of the infernal combustion engine
0,2015,4,And Bush added I m going,to tell them I don t like kiss and tell books
0,2016,3,And that s about the,best answer I can give
1,2017,4,the chef slipped and broke his,prime rib
0,2018,8,A cool sauce over hot fish makes for a delicious,meal
1,2019,14,a country which expels the red cross would have to view it as a banned aid,solution
0,2020,7,What we want to do is help those areas,that aren t doing as well to help themselves
0,2021,3,Transactions in Hell also depend,upon money
1,2022,4,a lot of dieting is wishful,shrinking
0,2023,4,It makes us feel like we,re doing something right
1,2024,3,when cooks are in the,soup they don t like to eat humble pie
0,2025,18,The same way as eating all you want and still losing weight while you sleep And while you are sleeping,dream on
0,2026,4,Kisses that are easily obtained are,easily forgotten
1,2027,6,when the fog burns off it won t,be mist
0,2028,3,Go to school Get a,degree Get a job Get some experience
1,2029,2,my blind date s,not looking good
1,2030,0,his surgeon,wanted to give him a free lobotomy saying think nothing of it
1,2031,4,the chiropractic author wrote a spinal,column
1,2032,5,a psychiatrist on a hike fell into,a depression
1,2033,0,the other,day i held the door open for a clown i thought it was a nice jester
0,2034,11,Why take religious money collected for one purpose and throw it away for,another
1,2035,11,first time hunters were arguing over which kind of animal tracks they had,found when they were hit by a train
0,2036,10,I want to get the girl without putting a gun to her,head
1,2037,11,it was so hot the other day that even the mosquitoes were dropping,like flies
1,2038,5,bill gates took advantage of his windows,of opportunity
1,2039,1,the ankle was,an arch enemy of the heel because the heel had a sole that could neither toe the line nor keep instep
1,2040,0,can napoleon,return to his place of birth of corsican
0,2041,5,We wanted some green people when it,comes to building cars
1,2042,6,what do you call a mean ancient egyptian,leader un fair oh
0,2043,4,are we supposed to do your,homework for you too
0,2044,1,It was real,hard to feel good about himself again
1,2045,13,i met some cult members who worshiped soup serving utensils i said oh ye of,ladle faith
1,2046,9,i tried to look up impotence on the internet but nothing,came up
1,2047,0,romance isn,t a science it s a heart
0,2048,10,He said he wouldn t stand for another tree to be cut,down
1,2049,13,a computer program attached to an electric chair would have to have its execution checked,carefully
1,2050,4,what did the mama tire and,the papa tire name their baby girl tire michelle lynn
1,2051,10,if your mind is clouded or in a fog you may have,mist some opportunities
1,2052,5,there s a difference between good sound,reasons and reasons that sound good
0,2053,4,He was trying real real hard,to work his problems out
1,2054,0,the great,chef put in much thyme while learning his craft in amsterdam he likes to call them his holland days
1,2055,3,it s hard for politicians,treason with terrorists
1,2056,1,the all pro,wide receiver s wedding was a little bit shaky but his reception was excellent
0,2057,17,I care Someone recommended to me join a book club I guess a club of any sort would be,the way to go
1,2058,10,i love you mower today than yesterday but not as mulch as,tomorrow
1,2059,1,history has been,unfair to salome she was just an ambitious young woman who wanted to get ahead
0,2060,7,Women and cats will do as they please and,men and dogs should relax and get used to the idea
0,2061,4,ask someone to show you how,Practice is the only way
0,2062,1,It s very,rare to have someone with five good organs
1,2063,1,when the goat,ate a scrabble set the letters came out in alphabetical ordure
1,2064,3,i can t really see,myself without eyes
0,2065,4,He cautioned that there will be,problems ahead and we will not always agree on how best to solve them
0,2066,0,The report,covered the first six months of work for those people
1,2067,6,when i was starving to death my children,gave me a raisin to keep on living
1,2068,8,though humble in secular matters the minister had an altar,ego
0,2069,7,In every family s cooking pot is one black,spot
0,2070,13,I thought it would be fun to make a live album with just regular ol,musicians playing music
0,2071,1,i promise you,if you have a good mind for business the best place for you is your country
0,2072,0,First travel,to Mexico and then drop me a line
1,2073,3,some people really enjoy blowing,air out of their lungs i m not a fan myself
0,2074,0,We made,it because we were strong and could swim
0,2075,1,A client twixt,his attorney and counselor is like a goose twixt two foxes
0,2076,6,If you suspect a man don t employ,him and if you employ him don t suspect him
0,2077,2,And we are going,to fight it all the way
1,2078,14,the failure of the third largest manufacturer of baby s toys was enough to rattle the,entire industry
1,2079,1,when the king,asked the fool for a joke the fool just shrugged he was the court gesture
1,2080,11,i know road rage is an awful thing but when someone bumped my,car i just couldn t help it i got out my camera and snapped at the offender
1,2081,4,it was the first time she,d seen a live sponge on display and she really soaked it in
1,2082,8,what you can buy for a dollar these days is,absolute noncents
1,2083,13,the cowboy dismounted on the spur of the moment to stirrup some trouble bridled at,being arrested and saddled the sheriff with a bit of a problem
1,2084,3,i nailed my wood shop,test
0,2085,6,I am pretty sure you would need an,agent to do that Good luck
0,2086,2,A man conducts himself,abroad as he has been taught at home
0,2087,5,How can you give up when it,s your own son
0,2088,7,A view in the day in sports from cycling,to skiing
1,2089,2,when he kicked the,invoice it didn t mean he wanted to foot the bill
1,2090,10,a plumber s pipe dream was to tap all his resources to,become multifauceted
1,2091,5,erasable pens were a good idea on,paper
1,2092,0,the police,barbershop quartet s favorite song is donuts make my brown eyes blue
1,2093,0,after carelessly,plucking her eyelashes while shopping for a corsage rose couldn t see the florist because of the tweeze
0,2094,3,If I knew the answer,to this I would not be bald
1,2095,11,a spelunker held out on revealing the treasure s location until he finally,caved in
1,2096,2,podiatrists like legumes and,tomatoes
1,2097,7,an experienced waiter can give a lot of good,tips
1,2098,0,each time,i tried shooting blindfolded i found it an aimless pursuit
0,2099,10,We were in the same situation as just about everybody else he,said
1,2100,8,the coin artist promised he ll change his profession to,something noteworthy
0,2101,20,Most of the time if you talk to them they can tell you why they are there and they can tell you,what led to it
1,2102,7,i had trouble getting to the university in new,orleans i had to drive down a two lane road
1,2103,7,i was looking for something to drink my drink,with i was clutching at straws
1,2104,2,the author wasn t,pleased to see a review of his book on cappuccino s it said it was all froth and no substance
0,2105,3,Patience is a plaister for,all sores
0,2106,16,On entering a country ask what is forbidden on entering a village ask what are the customs on,entering a private house ask what should not be mentioned
1,2107,4,if chickens could choose any car,at all to be given to them they would choose a free range rover
1,2108,1,aspiring physicians go,to college and get indoctorinated
1,2109,6,two coin collectors got together for old dimes,sake
0,2110,4,drink water and have someone pull,your ears it has never failed
0,2111,2,You cannot in this,day and time and modern technology wait until another plane has fired in order to defend yourself
1,2112,0,the ice,at the rink has many ruts i think the maintenance crew is slipping up
0,2113,8,You already know Deep down you already know for certain,Just get out of your own way to see the answer
1,2114,11,i told my wife i thought the electrician had said he d be,over by noon unless i got my wires crossed
0,2115,5,In the coldest flint there is hot,fire
1,2116,0,i czeched,on the prague ress of my geography
0,2117,7,A lass that has many wooers often fares the,worst
0,2118,6,In the broken nest there are no whole,eggs
1,2119,1,i hate cliff,hangers do you know what i am going to do about it
0,2120,5,If a man deceive me once shame,on him if he deceive me twice shame on me
0,2121,0,I was,just trying to help an industry that I could help and I was in the position to help
0,2122,1,I m not,saying people can do without personal relationships
1,2123,9,the termite wanted to lose weight so he started eating more,lattice
1,2124,9,if you said you were from south america i would not,bolivia
1,2125,1,occasionally in the,caribbean there s a total calypso the sun
1,2126,8,when people first heard of the abs it was braking,news
1,2127,4,if the mint makes 25 cent,pieces it should expect quarterly profits
0,2128,7,We are all Adam s children but silk makes,the difference
0,2129,8,use the commodity exchange market of your country and invest,something like the stock exchange without taking delivery
1,2130,10,when i treated my friends to lunch at the mexican fast food,restaurant i had to pay the taco bill
1,2131,1,a cannonball is,a party for artillerymen
1,2132,18,i keep falling off my bike but i just get right back on it and ride i m a firm,believer in re cycling
1,2133,1,hannibal crossed the,alps because it was safer than crossing the elephants
1,2134,1,the jedi knight,traded in his light saber for a light dagger he had gone over to the dirk side
0,2135,0,A woman,s job is to take care of the family
1,2136,1,if towels could,tell jokes they would probably have a dry sense of humor
1,2137,9,when vegetables want to converse with petunias they use a cell,phone and cauliflower
0,2138,2,I thought What am,I going to do with the baby
0,2139,10,He said that he does not like wearing a tie and that,his casual clothes make it easier to communicate with students
0,2140,7,I have finished the game but where are you,stuck
0,2141,3,The market has the potential,here for a significant move
0,2142,4,let fresh air go through open,front and back door for a while each day
1,2143,4,the ultimate liquid measure is the,supreme quart
1,2144,7,i got a job with a company that manufactures,trampolines now i ll have something to fall back on
0,2145,0,Wisdom and,virtue are like the two wheels of a cart
1,2146,12,they came out with a gps device for bird watchers that has tern by,tern directions
0,2147,1,She was great,she could have said Who is this punk
1,2148,0,the telegraph,operator who accidentally sent the same message twice was remorseful
0,2149,13,The dream has not yet come true but I think we are going to get,there
0,2150,9,But one doesn t want to think that s the whole,picture
0,2151,7,It doesn t put all your eggs in one,basket
1,2152,6,what do you call a person rabid with,wordplay an energizer punny
0,2153,4,A young doctor makes a full,graveyard
0,2154,4,He would likely be put to,death or given a lengthy sentence
1,2155,1,a fisherman tried,boxing but he only threw hooks
1,2156,0,when there,was a murder backstage at the grammys they couldn t find dna but they did find prince
1,2157,9,the cemetery is the dead centre it s where the local,bodies meet
1,2158,0,when the,cannibal showed up late to the luncheon they gave him the cold shoulder
1,2159,3,byte ing humor can be,found reading jokes online
1,2160,6,securities are the cause of many people s,insecurities
0,2161,9,New restaurants coming to New York City in the next few,months
0,2162,0,I would,say lying because all the needles couldn t fall off as much
0,2163,1,Better die ten,years early than live ten years poor
1,2164,0,if we,canteloup lettuce marry
0,2165,10,The leader saw me and told the others not to kill my,husband
1,2166,11,the mathematician did not practice safe six and ended up with a binarial,disease
1,2167,13,officer jones takes his yearly bath every june he is a characteristic example of a,dirty cop
0,2168,11,If he has anything to tell us I m sure he ll tell,us
0,2169,0,But he,s also not afraid to speak his mind
1,2170,10,he was the most dishonest and cleverest card shark in the city,the police said he will be dealt with
1,2171,1,his day job,was astronomy but at night time he was moonlighting
0,2172,3,Customers are jade merchandise is,grass
0,2173,2,The go between wears,out a thousand sandals
0,2174,6,It gave no figure for the number of,people injured
1,2175,7,he and his partner made knives and they shared,a cut
1,2176,0,his wife,loved pottery making but for him it was just kiln time
0,2177,1,If a man,be great even his dog will wear a proud look
1,2178,8,those who get too big for their britches will be,exposed in the end
1,2179,12,if you buy the same sound system as everyone else you are a stereo,type
1,2180,3,i got a small ticket,for speeding it s fine with me
