label,origin_id,text_a,text_b
1,1782,i couldn t decide whether or not to make spiced,apple cider so i mulled it over
1,1782,i couldn t decide whether or not to make spiced apple,cider so i mulled it over
1,1782,i couldn t decide whether or not to make spiced apple cider,so i mulled it over
1,1782,i couldn t decide whether or not to make spiced apple cider so,i mulled it over
1,1782,i couldn t decide whether or not to make spiced apple cider so i,mulled it over
1,1782,i couldn t decide whether or not to make spiced apple cider so i mulled,it over
1,1782,i couldn t decide whether or not to make spiced apple cider so i mulled it,over
0,1783,Life without,endeavor is like entering a jewel mine and coming out with empty hands
0,1783,Life without endeavor,is like entering a jewel mine and coming out with empty hands
0,1783,Life without endeavor is,like entering a jewel mine and coming out with empty hands
0,1783,Life without endeavor is like,entering a jewel mine and coming out with empty hands
0,1783,Life without endeavor is like entering,a jewel mine and coming out with empty hands
0,1783,Life without endeavor is like entering a,jewel mine and coming out with empty hands
0,1783,Life without endeavor is like entering a jewel,mine and coming out with empty hands
0,1783,Life without endeavor is like entering a jewel mine,and coming out with empty hands
0,1783,Life without endeavor is like entering a jewel mine and,coming out with empty hands
0,1783,Life without endeavor is like entering a jewel mine and coming,out with empty hands
0,1783,Life without endeavor is like entering a jewel mine and coming out,with empty hands
0,1783,Life without endeavor is like entering a jewel mine and coming out with,empty hands
0,1783,Life without endeavor is like entering a jewel mine and coming out with empty,hands
1,1784,wife to,husband that was an explosive passage of gas i d say about 8 0 on the sphincter scale
1,1784,wife to husband,that was an explosive passage of gas i d say about 8 0 on the sphincter scale
1,1784,wife to husband that,was an explosive passage of gas i d say about 8 0 on the sphincter scale
1,1784,wife to husband that was,an explosive passage of gas i d say about 8 0 on the sphincter scale
1,1784,wife to husband that was an,explosive passage of gas i d say about 8 0 on the sphincter scale
1,1784,wife to husband that was an explosive,passage of gas i d say about 8 0 on the sphincter scale
1,1784,wife to husband that was an explosive passage,of gas i d say about 8 0 on the sphincter scale
1,1784,wife to husband that was an explosive passage of,gas i d say about 8 0 on the sphincter scale
1,1784,wife to husband that was an explosive passage of gas,i d say about 8 0 on the sphincter scale
1,1784,wife to husband that was an explosive passage of gas i,d say about 8 0 on the sphincter scale
1,1784,wife to husband that was an explosive passage of gas i d,say about 8 0 on the sphincter scale
1,1784,wife to husband that was an explosive passage of gas i d say,about 8 0 on the sphincter scale
1,1784,wife to husband that was an explosive passage of gas i d say about,8 0 on the sphincter scale
1,1784,wife to husband that was an explosive passage of gas i d say about 8,0 on the sphincter scale
1,1784,wife to husband that was an explosive passage of gas i d say about 8 0,on the sphincter scale
1,1784,wife to husband that was an explosive passage of gas i d say about 8 0 on,the sphincter scale
1,1784,wife to husband that was an explosive passage of gas i d say about 8 0 on the,sphincter scale
1,1784,wife to husband that was an explosive passage of gas i d say about 8 0 on the sphincter,scale
1,1785,after 5,years with the same chiropractor i moved and had to change doctors it was quite an adjustment
1,1785,after 5 years,with the same chiropractor i moved and had to change doctors it was quite an adjustment
1,1785,after 5 years with,the same chiropractor i moved and had to change doctors it was quite an adjustment
1,1785,after 5 years with the,same chiropractor i moved and had to change doctors it was quite an adjustment
1,1785,after 5 years with the same,chiropractor i moved and had to change doctors it was quite an adjustment
1,1785,after 5 years with the same chiropractor,i moved and had to change doctors it was quite an adjustment
1,1785,after 5 years with the same chiropractor i,moved and had to change doctors it was quite an adjustment
1,1785,after 5 years with the same chiropractor i moved,and had to change doctors it was quite an adjustment
1,1785,after 5 years with the same chiropractor i moved and,had to change doctors it was quite an adjustment
1,1785,after 5 years with the same chiropractor i moved and had,to change doctors it was quite an adjustment
1,1785,after 5 years with the same chiropractor i moved and had to,change doctors it was quite an adjustment
1,1785,after 5 years with the same chiropractor i moved and had to change,doctors it was quite an adjustment
1,1785,after 5 years with the same chiropractor i moved and had to change doctors,it was quite an adjustment
1,1785,after 5 years with the same chiropractor i moved and had to change doctors it,was quite an adjustment
1,1785,after 5 years with the same chiropractor i moved and had to change doctors it was,quite an adjustment
1,1785,after 5 years with the same chiropractor i moved and had to change doctors it was quite,an adjustment
1,1785,after 5 years with the same chiropractor i moved and had to change doctors it was quite an,adjustment
0,1786,The men,released today said he is still in jail
0,1786,The men released,today said he is still in jail
0,1786,The men released today,said he is still in jail
0,1786,The men released today said,he is still in jail
0,1786,The men released today said he,is still in jail
0,1786,The men released today said he is,still in jail
0,1786,The men released today said he is still,in jail
0,1786,The men released today said he is still in,jail
1,1787,people who,see a psychiatrist should get their head checked
1,1787,people who see,a psychiatrist should get their head checked
1,1787,people who see a,psychiatrist should get their head checked
1,1787,people who see a psychiatrist,should get their head checked
1,1787,people who see a psychiatrist should,get their head checked
1,1787,people who see a psychiatrist should get,their head checked
1,1787,people who see a psychiatrist should get their,head checked
1,1787,people who see a psychiatrist should get their head,checked
1,1788,if you,get too thin you just might be a human bean
1,1788,if you get,too thin you just might be a human bean
1,1788,if you get too,thin you just might be a human bean
1,1788,if you get too thin,you just might be a human bean
1,1788,if you get too thin you,just might be a human bean
1,1788,if you get too thin you just,might be a human bean
1,1788,if you get too thin you just might,be a human bean
1,1788,if you get too thin you just might be,a human bean
1,1788,if you get too thin you just might be a,human bean
1,1788,if you get too thin you just might be a human,bean
1,1789,yesterday i,accidentally swallowed some food coloring the doctor says i m ok but i feel like i ve dyed a little inside
1,1789,yesterday i accidentally,swallowed some food coloring the doctor says i m ok but i feel like i ve dyed a little inside
1,1789,yesterday i accidentally swallowed,some food coloring the doctor says i m ok but i feel like i ve dyed a little inside
1,1789,yesterday i accidentally swallowed some,food coloring the doctor says i m ok but i feel like i ve dyed a little inside
1,1789,yesterday i accidentally swallowed some food,coloring the doctor says i m ok but i feel like i ve dyed a little inside
1,1789,yesterday i accidentally swallowed some food coloring,the doctor says i m ok but i feel like i ve dyed a little inside
1,1789,yesterday i accidentally swallowed some food coloring the,doctor says i m ok but i feel like i ve dyed a little inside
1,1789,yesterday i accidentally swallowed some food coloring the doctor,says i m ok but i feel like i ve dyed a little inside
1,1789,yesterday i accidentally swallowed some food coloring the doctor says,i m ok but i feel like i ve dyed a little inside
1,1789,yesterday i accidentally swallowed some food coloring the doctor says i,m ok but i feel like i ve dyed a little inside
1,1789,yesterday i accidentally swallowed some food coloring the doctor says i m,ok but i feel like i ve dyed a little inside
1,1789,yesterday i accidentally swallowed some food coloring the doctor says i m ok,but i feel like i ve dyed a little inside
1,1789,yesterday i accidentally swallowed some food coloring the doctor says i m ok but,i feel like i ve dyed a little inside
1,1789,yesterday i accidentally swallowed some food coloring the doctor says i m ok but i,feel like i ve dyed a little inside
1,1789,yesterday i accidentally swallowed some food coloring the doctor says i m ok but i feel,like i ve dyed a little inside
1,1789,yesterday i accidentally swallowed some food coloring the doctor says i m ok but i feel like,i ve dyed a little inside
1,1789,yesterday i accidentally swallowed some food coloring the doctor says i m ok but i feel like i,ve dyed a little inside
1,1789,yesterday i accidentally swallowed some food coloring the doctor says i m ok but i feel like i ve,dyed a little inside
1,1789,yesterday i accidentally swallowed some food coloring the doctor says i m ok but i feel like i ve dyed,a little inside
1,1789,yesterday i accidentally swallowed some food coloring the doctor says i m ok but i feel like i ve dyed a,little inside
1,1789,yesterday i accidentally swallowed some food coloring the doctor says i m ok but i feel like i ve dyed a little,inside
0,1790,My son,is a boy my husband is a man
0,1790,My son is,a boy my husband is a man
0,1790,My son is a,boy my husband is a man
0,1790,My son is a boy,my husband is a man
0,1790,My son is a boy my,husband is a man
0,1790,My son is a boy my husband,is a man
0,1790,My son is a boy my husband is,a man
0,1790,My son is a boy my husband is a,man
1,1791,i was,going to look for my missing watch but i could never find the time
1,1791,i was going,to look for my missing watch but i could never find the time
1,1791,i was going to,look for my missing watch but i could never find the time
1,1791,i was going to look,for my missing watch but i could never find the time
1,1791,i was going to look for,my missing watch but i could never find the time
1,1791,i was going to look for my,missing watch but i could never find the time
1,1791,i was going to look for my missing,watch but i could never find the time
1,1791,i was going to look for my missing watch,but i could never find the time
1,1791,i was going to look for my missing watch but,i could never find the time
1,1791,i was going to look for my missing watch but i,could never find the time
1,1791,i was going to look for my missing watch but i could,never find the time
1,1791,i was going to look for my missing watch but i could never,find the time
1,1791,i was going to look for my missing watch but i could never find,the time
1,1791,i was going to look for my missing watch but i could never find the,time
0,1792,With pieces,this pretty you ll want something else to help you reach that upper shelf
0,1792,With pieces this,pretty you ll want something else to help you reach that upper shelf
0,1792,With pieces this pretty,you ll want something else to help you reach that upper shelf
0,1792,With pieces this pretty you,ll want something else to help you reach that upper shelf
0,1792,With pieces this pretty you ll,want something else to help you reach that upper shelf
0,1792,With pieces this pretty you ll want,something else to help you reach that upper shelf
0,1792,With pieces this pretty you ll want something,else to help you reach that upper shelf
0,1792,With pieces this pretty you ll want something else,to help you reach that upper shelf
0,1792,With pieces this pretty you ll want something else to,help you reach that upper shelf
0,1792,With pieces this pretty you ll want something else to help,you reach that upper shelf
0,1792,With pieces this pretty you ll want something else to help you,reach that upper shelf
0,1792,With pieces this pretty you ll want something else to help you reach,that upper shelf
0,1792,With pieces this pretty you ll want something else to help you reach that,upper shelf
0,1792,With pieces this pretty you ll want something else to help you reach that upper,shelf
0,1793,Only lawyers,and painters can turn white to black
0,1793,Only lawyers and,painters can turn white to black
0,1793,Only lawyers and painters,can turn white to black
0,1793,Only lawyers and painters can,turn white to black
0,1793,Only lawyers and painters can turn,white to black
0,1793,Only lawyers and painters can turn white,to black
0,1793,Only lawyers and painters can turn white to,black
0,1794,if you,are on the pill stop taking it If not then there is no way sorry
0,1794,if you are,on the pill stop taking it If not then there is no way sorry
0,1794,if you are on,the pill stop taking it If not then there is no way sorry
0,1794,if you are on the,pill stop taking it If not then there is no way sorry
0,1794,if you are on the pill,stop taking it If not then there is no way sorry
0,1794,if you are on the pill stop,taking it If not then there is no way sorry
0,1794,if you are on the pill stop taking,it If not then there is no way sorry
0,1794,if you are on the pill stop taking it,If not then there is no way sorry
0,1794,if you are on the pill stop taking it If,not then there is no way sorry
0,1794,if you are on the pill stop taking it If not,then there is no way sorry
0,1794,if you are on the pill stop taking it If not then,there is no way sorry
0,1794,if you are on the pill stop taking it If not then there,is no way sorry
0,1794,if you are on the pill stop taking it If not then there is,no way sorry
0,1794,if you are on the pill stop taking it If not then there is no,way sorry
0,1794,if you are on the pill stop taking it If not then there is no way,sorry
1,1795,everyone was,hungry so we had the pig roaster going full boar
1,1795,everyone was hungry,so we had the pig roaster going full boar
1,1795,everyone was hungry so,we had the pig roaster going full boar
1,1795,everyone was hungry so we,had the pig roaster going full boar
1,1795,everyone was hungry so we had,the pig roaster going full boar
1,1795,everyone was hungry so we had the,pig roaster going full boar
1,1795,everyone was hungry so we had the pig,roaster going full boar
1,1795,everyone was hungry so we had the pig roaster,going full boar
1,1795,everyone was hungry so we had the pig roaster going,full boar
1,1795,everyone was hungry so we had the pig roaster going full,boar
0,1796,A recipe,for salad with stone fruit blue cheese and chicken skin
0,1796,A recipe for,salad with stone fruit blue cheese and chicken skin
0,1796,A recipe for salad,with stone fruit blue cheese and chicken skin
0,1796,A recipe for salad with,stone fruit blue cheese and chicken skin
0,1796,A recipe for salad with stone,fruit blue cheese and chicken skin
0,1796,A recipe for salad with stone fruit,blue cheese and chicken skin
0,1796,A recipe for salad with stone fruit blue,cheese and chicken skin
0,1796,A recipe for salad with stone fruit blue cheese,and chicken skin
0,1796,A recipe for salad with stone fruit blue cheese and,chicken skin
0,1796,A recipe for salad with stone fruit blue cheese and chicken,skin
0,1797,Zeal without,knowledge is the sister of folly
0,1797,Zeal without knowledge,is the sister of folly
0,1797,Zeal without knowledge is,the sister of folly
0,1797,Zeal without knowledge is the,sister of folly
0,1797,Zeal without knowledge is the sister,of folly
0,1797,Zeal without knowledge is the sister of,folly
0,1798,You gotta,pay for things nothing is free in life
0,1798,You gotta pay,for things nothing is free in life
0,1798,You gotta pay for,things nothing is free in life
0,1798,You gotta pay for things,nothing is free in life
0,1798,You gotta pay for things nothing,is free in life
0,1798,You gotta pay for things nothing is,free in life
0,1798,You gotta pay for things nothing is free,in life
0,1798,You gotta pay for things nothing is free in,life
0,1799,ask lots,of questions they love that tell dirty jokes and use wordplay
0,1799,ask lots of,questions they love that tell dirty jokes and use wordplay
0,1799,ask lots of questions,they love that tell dirty jokes and use wordplay
0,1799,ask lots of questions they,love that tell dirty jokes and use wordplay
0,1799,ask lots of questions they love,that tell dirty jokes and use wordplay
0,1799,ask lots of questions they love that,tell dirty jokes and use wordplay
0,1799,ask lots of questions they love that tell,dirty jokes and use wordplay
0,1799,ask lots of questions they love that tell dirty,jokes and use wordplay
0,1799,ask lots of questions they love that tell dirty jokes,and use wordplay
0,1799,ask lots of questions they love that tell dirty jokes and,use wordplay
0,1799,ask lots of questions they love that tell dirty jokes and use,wordplay
1,1800,a fired,newspaper editor took an ex press train out of town
1,1800,a fired newspaper,editor took an ex press train out of town
1,1800,a fired newspaper editor,took an ex press train out of town
1,1800,a fired newspaper editor took,an ex press train out of town
1,1800,a fired newspaper editor took an,ex press train out of town
1,1800,a fired newspaper editor took an ex,press train out of town
1,1800,a fired newspaper editor took an ex press,train out of town
1,1800,a fired newspaper editor took an ex press train,out of town
1,1800,a fired newspaper editor took an ex press train out,of town
1,1800,a fired newspaper editor took an ex press train out of,town
0,1801,neither you,are not ready yet if you have to ask that question just walk away
0,1801,neither you are,not ready yet if you have to ask that question just walk away
0,1801,neither you are not,ready yet if you have to ask that question just walk away
0,1801,neither you are not ready,yet if you have to ask that question just walk away
0,1801,neither you are not ready yet,if you have to ask that question just walk away
0,1801,neither you are not ready yet if,you have to ask that question just walk away
0,1801,neither you are not ready yet if you,have to ask that question just walk away
0,1801,neither you are not ready yet if you have,to ask that question just walk away
0,1801,neither you are not ready yet if you have to,ask that question just walk away
0,1801,neither you are not ready yet if you have to ask,that question just walk away
0,1801,neither you are not ready yet if you have to ask that,question just walk away
0,1801,neither you are not ready yet if you have to ask that question,just walk away
0,1801,neither you are not ready yet if you have to ask that question just,walk away
0,1801,neither you are not ready yet if you have to ask that question just walk,away
0,1802,A bit,of fragrance always clings to the hand that gives you roses
0,1802,A bit of,fragrance always clings to the hand that gives you roses
0,1802,A bit of fragrance,always clings to the hand that gives you roses
0,1802,A bit of fragrance always,clings to the hand that gives you roses
0,1802,A bit of fragrance always clings,to the hand that gives you roses
0,1802,A bit of fragrance always clings to,the hand that gives you roses
0,1802,A bit of fragrance always clings to the,hand that gives you roses
0,1802,A bit of fragrance always clings to the hand,that gives you roses
0,1802,A bit of fragrance always clings to the hand that,gives you roses
0,1802,A bit of fragrance always clings to the hand that gives,you roses
0,1802,A bit of fragrance always clings to the hand that gives you,roses
0,1803,Patience and,the mulberry leaf become a silk robe
0,1803,Patience and the,mulberry leaf become a silk robe
0,1803,Patience and the mulberry,leaf become a silk robe
0,1803,Patience and the mulberry leaf,become a silk robe
0,1803,Patience and the mulberry leaf become,a silk robe
0,1803,Patience and the mulberry leaf become a,silk robe
0,1803,Patience and the mulberry leaf become a silk,robe
0,1804,But perhaps,even more important taxes on that debt will be much higher this year than last
0,1804,But perhaps even,more important taxes on that debt will be much higher this year than last
0,1804,But perhaps even more,important taxes on that debt will be much higher this year than last
0,1804,But perhaps even more important,taxes on that debt will be much higher this year than last
0,1804,But perhaps even more important taxes,on that debt will be much higher this year than last
0,1804,But perhaps even more important taxes on,that debt will be much higher this year than last
0,1804,But perhaps even more important taxes on that,debt will be much higher this year than last
0,1804,But perhaps even more important taxes on that debt,will be much higher this year than last
0,1804,But perhaps even more important taxes on that debt will,be much higher this year than last
0,1804,But perhaps even more important taxes on that debt will be,much higher this year than last
0,1804,But perhaps even more important taxes on that debt will be much,higher this year than last
0,1804,But perhaps even more important taxes on that debt will be much higher,this year than last
0,1804,But perhaps even more important taxes on that debt will be much higher this,year than last
0,1804,But perhaps even more important taxes on that debt will be much higher this year,than last
0,1804,But perhaps even more important taxes on that debt will be much higher this year than,last
1,1805,my brother,is a logger the job can get pretty dangerous he hasn t had an injury yet though knock on wood
1,1805,my brother is,a logger the job can get pretty dangerous he hasn t had an injury yet though knock on wood
1,1805,my brother is a,logger the job can get pretty dangerous he hasn t had an injury yet though knock on wood
1,1805,my brother is a logger,the job can get pretty dangerous he hasn t had an injury yet though knock on wood
1,1805,my brother is a logger the,job can get pretty dangerous he hasn t had an injury yet though knock on wood
1,1805,my brother is a logger the job,can get pretty dangerous he hasn t had an injury yet though knock on wood
1,1805,my brother is a logger the job can,get pretty dangerous he hasn t had an injury yet though knock on wood
1,1805,my brother is a logger the job can get,pretty dangerous he hasn t had an injury yet though knock on wood
1,1805,my brother is a logger the job can get pretty,dangerous he hasn t had an injury yet though knock on wood
1,1805,my brother is a logger the job can get pretty dangerous,he hasn t had an injury yet though knock on wood
1,1805,my brother is a logger the job can get pretty dangerous he,hasn t had an injury yet though knock on wood
1,1805,my brother is a logger the job can get pretty dangerous he hasn,t had an injury yet though knock on wood
1,1805,my brother is a logger the job can get pretty dangerous he hasn t,had an injury yet though knock on wood
1,1805,my brother is a logger the job can get pretty dangerous he hasn t had,an injury yet though knock on wood
1,1805,my brother is a logger the job can get pretty dangerous he hasn t had an,injury yet though knock on wood
1,1805,my brother is a logger the job can get pretty dangerous he hasn t had an injury,yet though knock on wood
1,1805,my brother is a logger the job can get pretty dangerous he hasn t had an injury yet,though knock on wood
1,1805,my brother is a logger the job can get pretty dangerous he hasn t had an injury yet though,knock on wood
1,1805,my brother is a logger the job can get pretty dangerous he hasn t had an injury yet though knock,on wood
1,1805,my brother is a logger the job can get pretty dangerous he hasn t had an injury yet though knock on,wood
0,1806,After all,of the hard work it can be very hard to walk away from a failing business
0,1806,After all of,the hard work it can be very hard to walk away from a failing business
0,1806,After all of the,hard work it can be very hard to walk away from a failing business
0,1806,After all of the hard,work it can be very hard to walk away from a failing business
0,1806,After all of the hard work,it can be very hard to walk away from a failing business
0,1806,After all of the hard work it,can be very hard to walk away from a failing business
0,1806,After all of the hard work it can,be very hard to walk away from a failing business
0,1806,After all of the hard work it can be,very hard to walk away from a failing business
0,1806,After all of the hard work it can be very,hard to walk away from a failing business
0,1806,After all of the hard work it can be very hard,to walk away from a failing business
0,1806,After all of the hard work it can be very hard to,walk away from a failing business
0,1806,After all of the hard work it can be very hard to walk,away from a failing business
0,1806,After all of the hard work it can be very hard to walk away,from a failing business
0,1806,After all of the hard work it can be very hard to walk away from,a failing business
0,1806,After all of the hard work it can be very hard to walk away from a,failing business
0,1806,After all of the hard work it can be very hard to walk away from a failing,business
1,1807,hotel sign,do drop in to the dew drop inn
1,1807,hotel sign do,drop in to the dew drop inn
1,1807,hotel sign do drop,in to the dew drop inn
1,1807,hotel sign do drop in,to the dew drop inn
1,1807,hotel sign do drop in to,the dew drop inn
1,1807,hotel sign do drop in to the,dew drop inn
1,1807,hotel sign do drop in to the dew,drop inn
1,1807,hotel sign do drop in to the dew drop,inn
0,1808,I think,if you can spread the organs to more people that is what should be done
0,1808,I think if,you can spread the organs to more people that is what should be done
0,1808,I think if you,can spread the organs to more people that is what should be done
0,1808,I think if you can,spread the organs to more people that is what should be done
0,1808,I think if you can spread,the organs to more people that is what should be done
0,1808,I think if you can spread the,organs to more people that is what should be done
0,1808,I think if you can spread the organs,to more people that is what should be done
0,1808,I think if you can spread the organs to,more people that is what should be done
0,1808,I think if you can spread the organs to more,people that is what should be done
0,1808,I think if you can spread the organs to more people,that is what should be done
0,1808,I think if you can spread the organs to more people that,is what should be done
0,1808,I think if you can spread the organs to more people that is,what should be done
0,1808,I think if you can spread the organs to more people that is what,should be done
0,1808,I think if you can spread the organs to more people that is what should,be done
0,1808,I think if you can spread the organs to more people that is what should be,done
1,1809,my friend,dropped his box of italian pastries on the floor i cannoli imagine what he must be going through
1,1809,my friend dropped,his box of italian pastries on the floor i cannoli imagine what he must be going through
1,1809,my friend dropped his,box of italian pastries on the floor i cannoli imagine what he must be going through
1,1809,my friend dropped his box,of italian pastries on the floor i cannoli imagine what he must be going through
1,1809,my friend dropped his box of,italian pastries on the floor i cannoli imagine what he must be going through
1,1809,my friend dropped his box of italian,pastries on the floor i cannoli imagine what he must be going through
1,1809,my friend dropped his box of italian pastries,on the floor i cannoli imagine what he must be going through
1,1809,my friend dropped his box of italian pastries on,the floor i cannoli imagine what he must be going through
1,1809,my friend dropped his box of italian pastries on the,floor i cannoli imagine what he must be going through
1,1809,my friend dropped his box of italian pastries on the floor,i cannoli imagine what he must be going through
1,1809,my friend dropped his box of italian pastries on the floor i,cannoli imagine what he must be going through
1,1809,my friend dropped his box of italian pastries on the floor i cannoli,imagine what he must be going through
1,1809,my friend dropped his box of italian pastries on the floor i cannoli imagine,what he must be going through
1,1809,my friend dropped his box of italian pastries on the floor i cannoli imagine what,he must be going through
1,1809,my friend dropped his box of italian pastries on the floor i cannoli imagine what he,must be going through
1,1809,my friend dropped his box of italian pastries on the floor i cannoli imagine what he must,be going through
1,1809,my friend dropped his box of italian pastries on the floor i cannoli imagine what he must be,going through
1,1809,my friend dropped his box of italian pastries on the floor i cannoli imagine what he must be going,through
0,1810,The coin,s still up in the air he said
0,1810,The coin s,still up in the air he said
0,1810,The coin s still,up in the air he said
0,1810,The coin s still up,in the air he said
0,1810,The coin s still up in,the air he said
0,1810,The coin s still up in the,air he said
0,1810,The coin s still up in the air,he said
0,1810,The coin s still up in the air he,said
0,1811,Go into,removed questions then do a search for the question you are looking for
0,1811,Go into removed,questions then do a search for the question you are looking for
0,1811,Go into removed questions,then do a search for the question you are looking for
0,1811,Go into removed questions then,do a search for the question you are looking for
0,1811,Go into removed questions then do,a search for the question you are looking for
0,1811,Go into removed questions then do a,search for the question you are looking for
0,1811,Go into removed questions then do a search,for the question you are looking for
0,1811,Go into removed questions then do a search for,the question you are looking for
0,1811,Go into removed questions then do a search for the,question you are looking for
0,1811,Go into removed questions then do a search for the question,you are looking for
0,1811,Go into removed questions then do a search for the question you,are looking for
0,1811,Go into removed questions then do a search for the question you are,looking for
0,1811,Go into removed questions then do a search for the question you are looking,for
0,1812,Let them,enjoy these people who are worse off than we are
0,1812,Let them enjoy,these people who are worse off than we are
0,1812,Let them enjoy these,people who are worse off than we are
0,1812,Let them enjoy these people,who are worse off than we are
0,1812,Let them enjoy these people who,are worse off than we are
0,1812,Let them enjoy these people who are,worse off than we are
0,1812,Let them enjoy these people who are worse,off than we are
0,1812,Let them enjoy these people who are worse off,than we are
0,1812,Let them enjoy these people who are worse off than,we are
0,1812,Let them enjoy these people who are worse off than we,are
1,1813,the sad,dentist looked down in the mouth
1,1813,the sad dentist,looked down in the mouth
1,1813,the sad dentist looked,down in the mouth
1,1813,the sad dentist looked down,in the mouth
1,1813,the sad dentist looked down in,the mouth
1,1813,the sad dentist looked down in the,mouth
0,1814,It looked,clean it smelled clean but it was dirty
0,1814,It looked clean,it smelled clean but it was dirty
0,1814,It looked clean it,smelled clean but it was dirty
0,1814,It looked clean it smelled,clean but it was dirty
0,1814,It looked clean it smelled clean,but it was dirty
0,1814,It looked clean it smelled clean but,it was dirty
0,1814,It looked clean it smelled clean but it,was dirty
0,1814,It looked clean it smelled clean but it was,dirty
0,1815,I don,t know her but I hope she has a great time
0,1815,I don t,know her but I hope she has a great time
0,1815,I don t know,her but I hope she has a great time
0,1815,I don t know her,but I hope she has a great time
0,1815,I don t know her but,I hope she has a great time
0,1815,I don t know her but I,hope she has a great time
0,1815,I don t know her but I hope,she has a great time
0,1815,I don t know her but I hope she,has a great time
0,1815,I don t know her but I hope she has,a great time
0,1815,I don t know her but I hope she has a,great time
0,1815,I don t know her but I hope she has a great,time
0,1816,Our digestive,system has trouble with chocolate which may be a reason for eating it
0,1816,Our digestive system,has trouble with chocolate which may be a reason for eating it
0,1816,Our digestive system has,trouble with chocolate which may be a reason for eating it
0,1816,Our digestive system has trouble,with chocolate which may be a reason for eating it
0,1816,Our digestive system has trouble with,chocolate which may be a reason for eating it
0,1816,Our digestive system has trouble with chocolate,which may be a reason for eating it
0,1816,Our digestive system has trouble with chocolate which,may be a reason for eating it
0,1816,Our digestive system has trouble with chocolate which may,be a reason for eating it
0,1816,Our digestive system has trouble with chocolate which may be,a reason for eating it
0,1816,Our digestive system has trouble with chocolate which may be a,reason for eating it
0,1816,Our digestive system has trouble with chocolate which may be a reason,for eating it
0,1816,Our digestive system has trouble with chocolate which may be a reason for,eating it
0,1816,Our digestive system has trouble with chocolate which may be a reason for eating,it
0,1817,We decided,to ask straight whether he was telling the truth
0,1817,We decided to,ask straight whether he was telling the truth
0,1817,We decided to ask,straight whether he was telling the truth
0,1817,We decided to ask straight,whether he was telling the truth
0,1817,We decided to ask straight whether,he was telling the truth
0,1817,We decided to ask straight whether he,was telling the truth
0,1817,We decided to ask straight whether he was,telling the truth
0,1817,We decided to ask straight whether he was telling,the truth
0,1817,We decided to ask straight whether he was telling the,truth
0,1818,In a,cat s eye all things belong to cats
0,1818,In a cat,s eye all things belong to cats
0,1818,In a cat s,eye all things belong to cats
0,1818,In a cat s eye,all things belong to cats
0,1818,In a cat s eye all,things belong to cats
0,1818,In a cat s eye all things,belong to cats
0,1818,In a cat s eye all things belong,to cats
0,1818,In a cat s eye all things belong to,cats
1,1819,dentists have,the same old grind day after day
1,1819,dentists have the,same old grind day after day
1,1819,dentists have the same,old grind day after day
1,1819,dentists have the same old,grind day after day
1,1819,dentists have the same old grind,day after day
1,1819,dentists have the same old grind day,after day
1,1819,dentists have the same old grind day after,day
1,1820,used shoes,can be re soled
1,1820,used shoes can,be re soled
1,1820,used shoes can be,re soled
1,1820,used shoes can be re,soled
1,1821,a lupine,dancer is a steppin wolf
1,1821,a lupine dancer,is a steppin wolf
1,1821,a lupine dancer is,a steppin wolf
1,1821,a lupine dancer is a,steppin wolf
1,1821,a lupine dancer is a steppin,wolf
0,1822,It s,your own lantern don t poke holes in the paper
0,1822,It s your,own lantern don t poke holes in the paper
0,1822,It s your own,lantern don t poke holes in the paper
0,1822,It s your own lantern,don t poke holes in the paper
0,1822,It s your own lantern don,t poke holes in the paper
0,1822,It s your own lantern don t,poke holes in the paper
0,1822,It s your own lantern don t poke,holes in the paper
0,1822,It s your own lantern don t poke holes,in the paper
0,1822,It s your own lantern don t poke holes in,the paper
0,1822,It s your own lantern don t poke holes in the,paper
0,1823,If you,beat spice it will smell the sweeter
0,1823,If you beat,spice it will smell the sweeter
0,1823,If you beat spice,it will smell the sweeter
0,1823,If you beat spice it,will smell the sweeter
0,1823,If you beat spice it will,smell the sweeter
0,1823,If you beat spice it will smell,the sweeter
0,1823,If you beat spice it will smell the,sweeter
1,1824,one minute,i m sure i want to buy a motorbike the next minute i m sure i don t want to it s a vicious cycle
1,1824,one minute i,m sure i want to buy a motorbike the next minute i m sure i don t want to it s a vicious cycle
1,1824,one minute i m,sure i want to buy a motorbike the next minute i m sure i don t want to it s a vicious cycle
1,1824,one minute i m sure,i want to buy a motorbike the next minute i m sure i don t want to it s a vicious cycle
1,1824,one minute i m sure i,want to buy a motorbike the next minute i m sure i don t want to it s a vicious cycle
1,1824,one minute i m sure i want,to buy a motorbike the next minute i m sure i don t want to it s a vicious cycle
1,1824,one minute i m sure i want to,buy a motorbike the next minute i m sure i don t want to it s a vicious cycle
1,1824,one minute i m sure i want to buy,a motorbike the next minute i m sure i don t want to it s a vicious cycle
1,1824,one minute i m sure i want to buy a,motorbike the next minute i m sure i don t want to it s a vicious cycle
1,1824,one minute i m sure i want to buy a motorbike,the next minute i m sure i don t want to it s a vicious cycle
1,1824,one minute i m sure i want to buy a motorbike the,next minute i m sure i don t want to it s a vicious cycle
1,1824,one minute i m sure i want to buy a motorbike the next,minute i m sure i don t want to it s a vicious cycle
1,1824,one minute i m sure i want to buy a motorbike the next minute,i m sure i don t want to it s a vicious cycle
1,1824,one minute i m sure i want to buy a motorbike the next minute i,m sure i don t want to it s a vicious cycle
